time,APCP_surface,DLWRF_surface,DSWRF_surface,PRES_surface,SPFH_2maboveground,TMP_2maboveground,UGRD_10maboveground,VGRD_10maboveground,precip_rate
2012-05-01 00:00:00,0.0,254.0,0.0,99620.0,0.003700000001117587,279.0,-0.20000000298023224,-2.4000000953674316,0.0
2012-05-01 01:00:00,0.0,251.5,0.0,99670.0,0.0032999999821186066,278.0,-0.30000001192092896,-1.600000023841858,0.0
2012-05-01 02:00:00,0.0,249.0,0.0,99720.0,0.002899999963119626,276.8999938964844,-0.30000001192092896,-0.699999988079071,0.0
2012-05-01 03:00:00,0.0,217.8000030517578,0.0,99770.0,0.0024999999441206455,275.8000183105469,-0.30000001192092896,0.20000000298023224,0.0
2012-05-01 04:00:00,0.0,217.10000610351562,0.0,99750.0,0.0024999999441206455,275.0,-0.5,0.4000000059604645,0.0
2012-05-01 05:00:00,0.0,216.3000030517578,0.0,99710.0,0.0023999998811632395,274.20001220703125,-0.699999988079071,0.699999988079071,0.0
2012-05-01 06:00:00,0.0,215.90000915527344,0.0,99690.0,0.002300000051036477,273.3999938964844,-0.9000000357627869,0.9000000357627869,0.0
2012-05-01 07:00:00,0.0,215.3000030517578,0.0,99700.0,0.002300000051036477,272.70001220703125,-1.5,0.9000000357627869,0.0
2012-05-01 08:00:00,0.0,214.8000030517578,0.0,99690.0,0.002300000051036477,272.0,-2.0,0.9000000357627869,0.0
2012-05-01 09:00:00,0.0,229.60000610351562,0.0,99700.0,0.002300000051036477,271.3000183105469,-2.5,0.9000000357627869,0.0
2012-05-01 10:00:00,0.0,232.0,87.80000305175781,99700.0,0.002699999837204814,273.8000183105469,-1.899999976158142,1.2000000476837158,0.0
2012-05-01 11:00:00,0.0,234.5,223.40000915527344,99730.0,0.0030999998562037945,276.3000183105469,-1.2000000476837158,1.5,0.0
2012-05-01 12:00:00,0.0,260.8999938964844,409.0,99730.0,0.003499999875202775,278.8000183105469,-0.6000000238418579,1.8000000715255737,0.0
2012-05-01 13:00:00,0.0,262.8000183105469,580.0,99710.0,0.003700000001117587,281.0,-0.6000000238418579,3.0,0.0
2012-05-01 14:00:00,0.0,264.70001220703125,711.0,99710.0,0.0037999998312443495,283.1000061035156,-0.699999988079071,4.300000190734863,0.0
2012-05-01 15:00:00,0.0,308.70001220703125,657.6000366210938,99690.0,0.003999999724328518,285.20001220703125,-0.699999988079071,5.5,0.0
2012-05-01 16:00:00,0.0,308.70001220703125,717.5,99620.0,0.004100000020116568,285.3000183105469,-0.20000000298023224,6.0,0.0
2012-05-01 17:00:00,0.0,308.8000183105469,725.2000122070312,99570.0,0.00419999985024333,285.3999938964844,0.4000000059604645,6.599999904632568,0.0
2012-05-01 18:00:00,0.0,330.5,586.0,99520.0,0.00419999985024333,285.6000061035156,1.0,7.099999904632568,0.0
2012-05-01 19:00:00,0.0,330.1000061035156,512.1000366210938,99530.0,0.004399999976158142,285.1000061035156,1.7000000476837158,6.5,0.0
2012-05-01 20:00:00,0.0,329.70001220703125,415.3000183105469,99570.0,0.0044999998062849045,284.6000061035156,2.299999952316284,6.0,0.0
2012-05-01 21:00:00,0.0,304.3000183105469,316.3999938964844,99600.0,0.004699999932199717,284.1000061035156,3.0,5.400000095367432,0.0
2012-05-01 22:00:00,0.0,301.6000061035156,195.3000030517578,99620.0,0.004399999976158142,282.0,2.4000000953674316,4.800000190734863,0.0
2012-05-01 23:00:00,0.0,298.8999938964844,71.9000015258789,99670.0,0.00419999985024333,279.8999938964844,1.7000000476837158,4.200000286102295,0.0
2012-05-02 00:00:00,0.0,272.8999938964844,0.0,99690.0,0.003999999724328518,277.8000183105469,1.100000023841858,3.6000001430511475,0.0
2012-05-02 01:00:00,0.0,272.5,0.0,99670.0,0.003999999724328518,276.8000183105469,0.9000000357627869,3.299999952316284,0.0
2012-05-02 02:00:00,0.0,271.8999938964844,0.0,99650.0,0.003999999724328518,275.8000183105469,0.800000011920929,2.9000000953674316,0.0
2012-05-02 03:00:00,0.0,278.20001220703125,0.0,99630.0,0.0038999998942017555,274.8000183105469,0.699999988079071,2.6000001430511475,0.0
2012-05-02 04:00:00,0.0,278.6000061035156,0.0,99650.0,0.003999999724328518,274.70001220703125,0.4000000059604645,2.4000000953674316,0.0
2012-05-02 05:00:00,0.0,278.8999938964844,0.0,99660.0,0.003999999724328518,274.6000061035156,0.10000000149011612,2.299999952316284,0.0
2012-05-02 06:00:00,0.0,292.1000061035156,0.0,99700.0,0.003999999724328518,274.5,-0.30000001192092896,2.200000047683716,0.0
2012-05-02 07:00:00,0.0,292.6000061035156,0.0,99710.0,0.003999999724328518,274.6000061035156,-0.20000000298023224,2.200000047683716,0.0
2012-05-02 08:00:00,0.0,293.1000061035156,0.0,99730.0,0.004100000020116568,274.6000061035156,-0.20000000298023224,2.1000001430511475,0.0
2012-05-02 09:00:00,0.0,307.6000061035156,0.0,99740.0,0.004100000020116568,274.70001220703125,-0.10000000149011612,2.0,0.0
2012-05-02 10:00:00,0.0,310.0,46.29999923706055,99760.0,0.004399999976158142,276.0,-0.30000001192092896,1.8000000715255737,0.0
2012-05-02 11:00:00,0.0,312.5,115.0999984741211,99800.0,0.004600000102072954,277.20001220703125,-0.5,1.7000000476837158,0.0
2012-05-02 12:00:00,0.0,324.3000183105469,177.8000030517578,99830.0,0.004900000058114529,278.5,-0.699999988079071,1.5,0.0
2012-05-02 13:00:00,0.0,326.8999938964844,251.5,99870.0,0.0050999997183680534,279.8000183105469,-0.800000011920929,1.5,0.0
2012-05-02 14:00:00,0.0,329.6000061035156,307.8000183105469,99920.0,0.005200000014156103,281.1000061035156,-0.9000000357627869,1.5,0.0
2012-05-02 15:00:00,0.0,339.8000183105469,360.5,99970.0,0.005399999674409628,282.3999938964844,-1.0,1.5,0.0
2012-05-02 16:00:00,0.0,342.8000183105469,393.3000183105469,99860.0,0.005799999926239252,283.6000061035156,-0.9000000357627869,1.7000000476837158,0.0
2012-05-02 17:00:00,0.0,345.8000183105469,397.20001220703125,99760.0,0.006099999882280827,284.8999938964844,-0.699999988079071,1.899999976158142,0.0
2012-05-02 18:00:00,0.0,353.5,447.1000061035156,99650.0,0.006399999838322401,286.20001220703125,-0.6000000238418579,2.1000001430511475,0.0
2012-05-02 19:00:00,0.0,355.70001220703125,390.8000183105469,99670.0,0.0066999997943639755,286.8999938964844,-0.30000001192092896,2.0,0.0
2012-05-02 20:00:00,0.0,357.8999938964844,317.3999938964844,99670.0,0.006899999920278788,287.70001220703125,0.0,1.899999976158142,0.0
2012-05-02 21:00:00,0.0,357.8999938964844,273.8999938964844,99690.0,0.007199999876320362,288.3999938964844,0.30000001192092896,1.8000000715255737,0.0
2012-05-02 22:00:00,0.0,352.8999938964844,170.0,99700.0,0.006799999624490738,286.8000183105469,-0.10000000149011612,1.8000000715255737,0.0
2012-05-02 23:00:00,0.0,348.0,63.900001525878906,99730.0,0.0064999996684491634,285.1000061035156,-0.5,1.899999976158142,0.0
2012-05-03 00:00:00,0.0,340.1000061035156,0.0,99740.0,0.006199999712407589,283.3999938964844,-0.800000011920929,2.0,0.0
2012-05-03 01:00:00,0.0,334.6000061035156,0.0,99730.0,0.005699999630451202,281.8999938964844,-0.6000000238418579,2.0,0.0
2012-05-03 02:00:00,0.0,329.0,0.0,99720.0,0.0050999997183680534,280.3999938964844,-0.4000000059604645,1.899999976158142,0.0
2012-05-03 03:00:00,0.0,315.5,0.0,99690.0,0.004699999932199717,278.8999938964844,-0.10000000149011612,1.899999976158142,0.0
2012-05-03 04:00:00,0.0,311.8000183105469,0.0,99700.0,0.004399999976158142,277.8000183105469,0.0,1.899999976158142,0.0
2012-05-03 05:00:00,0.0,308.20001220703125,0.0,99700.0,0.004100000020116568,276.6000061035156,0.20000000298023224,1.899999976158142,0.0
2012-05-03 06:00:00,0.0,279.8999938964844,0.0,99700.0,0.0038999998942017555,275.5,0.30000001192092896,1.899999976158142,0.0
2012-05-03 07:00:00,0.0,278.8999938964844,0.0,99710.0,0.003700000001117587,275.0,0.0,1.5,0.0
2012-05-03 08:00:00,0.0,277.8999938964844,0.0,99720.0,0.003599999938160181,274.5,-0.30000001192092896,1.2000000476837158,0.0
